Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C184594	C65047		Laboratory Test Code	NRENDRLN	Norethandrolone	A measurement of the norethandrolone in a biological specimen.	Norethandrolone Measurement
C165977	C65047		Laboratory Test Code	NRP1	BDCA4; Neuropilin-1; NP1; NRP; Soluble CD304; VEGF165R	A measurement of the neuropilin-1 in a biological specimen.	Neuropilin-1 Measurement
C186088	C65047		Laboratory Test Code	NRPROPOX	Norpropoxyphene	A measurement of the norpropoxyphene in a biological specimen.	Norpropoxyphene Measurement
C116205	C65047		Laboratory Test Code	NSE	Enolase 2; Gamma-enolase; Neuron Specific Enolase	A measurement of the neuron specific enolase in a biological specimen.	Neuron Specific Enolase Measurement
C142286	C65047		Laboratory Test Code	NSPMTSPM	Normal Sperm/Total Sperm; Sperm Morphology	A measurement (ratio or percentage) of the normal spermatozoa to total spermatozoa in a biological specimen.	Normal Sperm to Total Sperm Ratio Measurement
C120645	C65047		Laboratory Test Code	NTELOCRT	N-telopeptide/Creatinine	A relative measurement (ratio or percentage) of the N-telopeptide to creatinine in a biological specimen.	N-telopeptide to Creatinine Ratio Measurement
C74743	C65047		Laboratory Test Code	NTELOP	N-telopeptide	A measurement of the N-telopeptide in a biological specimen.	N-Telopeptide Measurement
C163475	C65047		Laboratory Test Code	NTENS	Neurotensin; NTS	A measurement of the neurotensin in a biological specimen.	Neurotensin Measurement
C147407	C65047		Laboratory Test Code	NTRLFAT	Neutral Fats	A measurement of the total neutral fats in a biological specimen.	Neutral Fats Measurement
C184629	C65047		Laboratory Test Code	NTRZPM	Nitrazepam	A measurement of the nitrazepam in a biological specimen.	Nitrazepam Measurement
C82039	C65047		Laboratory Test Code	NTXI	Type I Collagen N-Telopeptides; Type I Collagen X-Linked N-Telopeptides	A measurement of the type I collagen cross-linked N-telopeptides in a biological specimen.	Type I Collagen N-Telopeptide Measurement
C147408	C65047		Laboratory Test Code	NTXICRT	T1 Collagen X-link N-Telopeptides/Creat; Type I Collagen X-linked N-Telopeptides/Creatinine	A relative measurement (ratio or percentage) of the type 1 collagen cross-linked N-telopeptides to creatinine in a biological specimen.	Type 1 Collagen X-link N-Telopeptides to Creatinine Ratio Measurement
C82041	C65047		Laboratory Test Code	NTXII	Type II Collagen N-Telopeptides; Type II Collagen X-Linked N-Telopeptides	A measurement of the type II collagen cross-linked N-telopeptides in a biological specimen.	Type II Collagen N-Telopeptide Measurement
C202383	C65047		Laboratory Test Code	NTYR3	3-Nitrotyrosine	A measurement of the total 3-nitrotyrosine in a biological specimen.	3-Nitrotyrosine Measurement
C186089	C65047		Laboratory Test Code	NTZPMAOM	Nitrazepam and/or Metabolites	A measurement of the nitrazepam and/or its metabolite(s) present in a biological specimen, for an assay that can measure both nitrazepam and its metabolites.	Nitrazepam and/or Metabolites Measurement
C150841	C65047		Laboratory Test Code	NUCCE	Nucleated Cells	A measurement of the nucleated cells in a biological specimen.	Nucleated Cell Count
C114213	C65047		Laboratory Test Code	NUCSWELL	Nuclear Swelling	A measurement of the expansion of the nucleus of the cells in a biological specimen.	Nuclear Swelling Measurement
C111284	C65047		Laboratory Test Code	O2CT	Oxygen Content	A measurement of the amount of oxygen content in a biological specimen.	Oxygen Measurement
C163476	C65047		Laboratory Test Code	OAS1	2-5-Oligoadenylate Synthase 1	A measurement of the 2-5-oligoadenylate synthase 1 in a biological specimen.	2-5-Oligoadenylate Synthase 1 Measurement
C163477	C65047		Laboratory Test Code	OAS2	2-5-Oligoadenylate Synthase 2	A measurement of the 2-5-oligoadenylate synthase 2 in a biological specimen.	2-5-Oligoadenylate Synthase 2 Measurement
C163478	C65047		Laboratory Test Code	OAS3	2-5-Oligoadenylate Synthase 3	A measurement of the 2-5-oligoadenylate synthase 3 in a biological specimen.	2-5-Oligoadenylate Synthase 3 Measurement
C74686	C65047		Laboratory Test Code	OCCBLD	Occult Blood	A measurement of the blood in body products such as a urine or stool sample, not detectable on gross examination.	Occult Blood Measurement
C163479	C65047		Laboratory Test Code	ODMTASE	O-Demethylase	A measurement of the O-Demethylase in a biological specimen.	O-Demethylase Measurement
C181402	C65047		Laboratory Test Code	ODSMT	Desmetramadol; O-Desmethyltramadol; O-DSMT	A measurement of the O-desmethyltramadol in a biological specimen.	O-Desmethyltramadol Measurement
C174309	C65047		Laboratory Test Code	OH8DXG2	8-Hydroxy-2'-Deoxyguanosine; 8-oxo-dG	A measurement of the 8-hydroxy-2'-deoxyguanosine in a biological specimen.	8-Hydroxy-2'-Deoxyguanosine Measurement
C177970	C65047		Laboratory Test Code	OH9RS	9-Hydroxyrisperidone; Paliperidone	A measurement of the 9-hydroxyrisperidone in a biological specimen.	9-Hydroxyrisperidone Measurement
C172492	C65047		Laboratory Test Code	OHDG8	8-Hydroxydeoxyguanosine; 8-OHdG	A measurement of the 8-hydroxydeoxyguanosine in a biological specimen.	8-Hydroxydeoxyguanosine Measurement
C150833	C65047		Laboratory Test Code	OHF6B	6 Beta-Hydrocortisol; 6 Beta-Hydroxycortisol; 6 beta-OHF	A measurement of 6 beta-hydroxycortisol in a biological specimen.	6 Beta-Hydroxycortisol Measurement
C177966	C65047		Laboratory Test Code	OLANZAPN	Olanzapine	A measurement of the olanzapine in a biological specimen.	Olanzapine Measurement
C122139	C65047		Laboratory Test Code	OLIGBAND	Oligoclonal Bands	A measurement of the oligoclonal bands in a biological specimen.	Oligoclonal Bands Measurement
C116206	C65047		Laboratory Test Code	OPG	OCIF; Osteoclastogenesis Inhibitory Factor; Osteoprotegerin; TNFRS11B; Tumor Necrosis Factor Receptor Superfamily Member 11b	A measurement of the osteoprotegerin in a biological specimen.	Osteoprotegerin Measurement
C74796	C65047		Laboratory Test Code	OPIATE	Opiate	A measurement of any opiate class drug present in a biological specimen.	Opiate Measurement
C124349	C65047		Laboratory Test Code	OPN	Osteopontin	A measurement of the osteopontin in a biological specimen.	Osteopontin Measurement
C177962	C65047		Laboratory Test Code	OPNCRT	Osteopontin/Creatinine	A relative measurement (ratio or percentage) of the osteopontin to creatinine in a biological specimen.	Osteopontin to Creatinine Ratio Measurement
C122140	C65047		Laboratory Test Code	ORNITHIN	Ornithine	A measurement of the ornithine in a biological specimen.	Ornithine Measurement
C132377	C65047		Laboratory Test Code	OSM	Oncostatin M	A measurement of the oncostatin M in a biological specimen.	Oncostatin M Measurement
C74801	C65047		Laboratory Test Code	OSMLTY	Osmolality	A measurement of the osmoles of solute per unit of biological specimen.	Osmolality Measurement
C74802	C65047		Laboratory Test Code	OSMRTY	Osmolarity	A measurement of the osmoles of solute per liter of solution.	Osmolarity Measurement
C74744	C65047		Laboratory Test Code	OSTEOC	Osteocalcin	A measurement of the osteocalcin in a biological specimen.	Osteocalcin Measurement
C209610	C65047		Laboratory Test Code	OTOLUDN	2-Methylaniline; 2-Toluidine; o-Toluidine; Ortho-Toluidine	A measurement of the o-toluidine in a specimen.	o-Toluidine Measurement
C142287	C65047		Laboratory Test Code	OVALCY	Ovalocytes	A measurement of the ovalocytes (oval shaped cell with rounded ends and a long axis less than twice its short axis) in a biological specimen.	Ovalocyte Count
C117983	C65047		Laboratory Test Code	OXACREAT	Oxalate/Creatinine	A relative measurement (ratio or percentage) of the oxalate to creatinine in a biological specimen.	Oxalate to Creatinine Ratio Measurement
C163480	C65047		Laboratory Test Code	OXAEXR	Oxalate Excretion Rate	A measurement of the amount of oxalate being excreted in a biological specimen over a defined amount of time (e.g. one hour).	Oxalate Excretion Rate
C92250	C65047		Laboratory Test Code	OXALATE	Ethanedioate; Oxalate	A measurement of the oxalate in a biological specimen.	Oxalate Measurement
C75381	C65047		Laboratory Test Code	OXANDRLN	Ossandrolone; Oxandrolone	A measurement of the oxandrolone in a biological specimen.	Oxandrolone Measurement
C147409	C65047		Laboratory Test Code	OXMORPHN	Oxymorphone	A measurement of the Oxymorphone in a biological specimen.	Oxymorphone Measurement
C184595	C65047		Laboratory Test Code	OXMSTRN	Oxymesterone	A measurement of the oxymesterone in a biological specimen.	Oxymesterone Measurement
C75388	C65047		Laboratory Test Code	OXMTHLN	Oxymethalone; Oxymethenolone; Oxymetholone	A measurement of the oxymetholone in a biological specimen.	Oxymetholone Measurement
C96614	C65047		Laboratory Test Code	OXYCAP	Oxygen Capacity	A measurement of the maximum amount of oxygen that can be combined chemically with hemoglobin in a volume of blood.	Oxygen Capacity Measurement
C74884	C65047		Laboratory Test Code	OXYCDN	Oxycodone; Oxycontin	A measurement of the oxycodone present in a biological specimen.	Oxycodone Measurement
C60832	C65047		Laboratory Test Code	OXYSAT	Oxygen Saturation	A measurement of the oxygen-hemoglobin saturation of a volume of blood.	Oxygen Saturation Measurement
C74869	C65047		Laboratory Test Code	OXYTOCIN	Oxytocin; Oxytoxin	A measurement of the oxytocin hormone in a biological specimen.	Oxytocin Measurement
C75375	C65047		Laboratory Test Code	OXZPM	Oxazepam	A measurement of the oxazepam present in a biological specimen.	Oxazepam Measurement
C96625	C65047		Laboratory Test Code	P1NP	Amino-terminal propeptide of type 1 procollagen; P1NP Aminoterm Type 1; Procollagen 1 N-Terminal Propeptide	A measurement of the procollagen 1 N-terminal propeptide in a biological specimen.	Procollagen 1 N-Terminal Propeptide Measurement
C128973	C65047		Laboratory Test Code	P3NP	N-Terminal Type III Collagen Propeptide; PIIINP; Procollagen 3 N-Terminal Propeptide	A measurement of the procollagen 3 N-terminal propeptide in a biological specimen.	Procollagen 3 N-Terminal Propeptide Measurement
C102279	C65047		Laboratory Test Code	P50OXYGN	P50 Oxygen	A measurement of the partial pressure of oxygen when hemoglobin is half saturated in a biological specimen.	P50 Oxygen Measurement
C202381	C65047		Laboratory Test Code	PA2APC	PAP; Plasmin Alpha-2 Antiplasmin Complex	A measurement of the plasmin alpha-2 antiplasmin complex in a biological specimen.	Plasmin Alpha-2 Antiplasmin Complex Measurement
C186090	C65047		Laboratory Test Code	PABA	Para-Aminobenzoate; Para-Aminobenzoic Acid	A measurement of the para-aminobenzoate in a biological specimen.	Para-Aminobenzoate Measurement
C111292	C65047		Laboratory Test Code	PAF	Platelet Activating Factor	A measurement of the platelet activating factor in a biological specimen.	Platelet Activating Factor Measurement
C189315	C65047		Laboratory Test Code	PAHPP	4-Aminohippurate; P-Amino Hippuric Acid; P-Aminohippurate; PAH; Para Aminohippurate; Para Aminohippuric Acid; Para-Amino Hippuric Acid; Para-Aminohippurate	A measurement of the para aminohippurate in a biological specimen.	Para Aminohippurate Measurement
C189530	C65047		Laboratory Test Code	PAHPPCLR	4-Aminohippurate Clearance; P-Amino Hippuric Acid Clearance; P-Aminohippurate Clearance; PAH Clearance; Para Aminohippurate Clearance; Para Aminohippuric Acid Clearance; Para-Amino Hippuric Acid Clearance; Para-Aminohippurate Clearance	A measurement of the volume of serum or plasma that would be cleared of para aminohippurate by excretion of urine for a specified unit of time (e.g. one minute).	Para Aminohippurate Clearance Measurement
C82030	C65047		Laboratory Test Code	PAI1	Plasminogen Activator Inhibitor-1; Plasminogen Activator Inhibitor-1 AG; Plasminogen Activator Inhibitor-1 Antigen	A measurement of the plasminogen activator inhibitor-1 in a biological specimen.	Plasminogen Activator Inhibitor-1 Measurement
C80204	C65047		Laboratory Test Code	PAP	Prostatic Acid Phosphatase	A measurement of the prostatic acid phosphatase in a biological specimen.	Prostatic Acid Phosphatase Measurement
C82031	C65047		Laboratory Test Code	PAPPA	Pregnancy-Associated Plasma Protein-A	A measurement of the pregnancy-associated plasma protein-A in a biological specimen.	Pregnancy-Associated Plasma Protein-A Measurement
C74616	C65047		Laboratory Test Code	PAPPEN	Pappenheimer Bodies	A measurement of the cells containing Pappenheimer Bodies (violet or blue staining ferritin granules usually found along the periphery of the red blood cells) in a biological specimen.	Pappenheimer Body Count
C184630	C65047		Laboratory Test Code	PARALD	Paraldehyde	A measurement of the paraldehyde in a biological specimen.	Paraldehyde Measurement
C199907	C65047		Laboratory Test Code	PARK7	DJ-1; GATD2; PARK7; Parkinson Disease Protein 7; Parkinsonism Associated Deglycase; Protein Deglycase DJ-1; Protein DJ-1	A measurement of the Parkinson disease protein 7 in a biological specimen.	Parkinson Disease Protein 7 Measurement
C147410	C65047		Laboratory Test Code	PAROXET	Paroxetine	A measurement of the paroxetine present in a biological specimen.	Paroxetine Measurement
C184559	C65047		Laboratory Test Code	PB223C	PB-22 3-carboxyindole	A measurement of the synthetic cannabinoid metabolite PB-22 3-carboxyindole in a biological specimen.	PB-22 3-carboxyindole Measurement
C184560	C65047		Laboratory Test Code	PB225F3C	5-fluoro PB-22 3-carboxyindole	A measurement of the synthetic cannabinoid metabolite 5-fluoro PB-22 3-carboxyindole in a biological specimen.	5-fluoro PB-22 3-carboxyindole Measurement
C156539	C65047		Laboratory Test Code	PBG	Porphobilinogen	A measurement of the porphobilinogen in a biological specimen.	Porphobilinogen Measurement
C156540	C65047		Laboratory Test Code	PBGCREAT	Porphobilinogen/Creatinine	A relative measurement (ratio or percentage) of the porphobilinogen to creatinine in a biological specimen.	Porphobilinogen to Creatinine Ratio Measurement
C209611	C65047		Laboratory Test Code	PC1	Autosomal Dominant Polycystic Kidney Disease 1 Protein; Polycystin 1, Transient Receptor Potential Channel Interacting; Polycystin-1; TRPP1	A measurement of the polycystin-1 in a biological specimen.	Polycystin-1 Measurement
C132378	C65047		Laboratory Test Code	PC3MPSAM	PCA3 mRNA/PSA mRNA	A relative measurement (ratio) of the prostate cancer antigen 3 mRNA to prostate specific antigen mRNA in a biological specimen.	PCA3 mRNA to PSA mRNA Ratio Measurement
C132379	C65047		Laboratory Test Code	PCA3MRNA	Prostate Cancer Antigen 3 mRNA	A measurement of the prostate cancer antigen 3 mRNA in a biological specimen.	Prostate Cancer Antigen 3 mRNA Measurement
C111294	C65047		Laboratory Test Code	PCDW	Platelet Component Distribution Width	A measurement of a marker of platelet shape change in a biological specimen.	Platelet Component Distribution Width Measurement
C177983	C65047		Laboratory Test Code	PCHLRPZN	Prochlorperazine	A measurement of the prochlorperazine in a biological specimen.	Prochlorperazine Measurement
C120646	C65047		Laboratory Test Code	PCNAG	Cyclin; Proliferating Cell Nuclear Antigen	A measurement of the proliferating cell nuclear antigen in a biological specimen.	Proliferating Cell Nuclear Antigen Measurement
C82625	C65047		Laboratory Test Code	PCO2	Partial Pressure Carbon Dioxide	A measurement of the pressure of carbon dioxide in a biological specimen.	Partial Pressure of Carbon Dioxide Measurement
C147411	C65047		Laboratory Test Code	PCO2ADJT	Partial Pressure Carbon Dioxide Adj Temp	A measurement of the pressure of carbon dioxide, which has been adjusted for body temperature, in a biological specimen.	Partial Pressure of Carbon Dioxide Adjusted for Body Temperature Measurement
C74694	C65047		Laboratory Test Code	PCP	Phencyclidine; Phenylcyclohexylpiperidine	A measurement of the phencyclidine present in a biological specimen.	Phencyclidine Measurement
C120647	C65047		Laboratory Test Code	PCSK9	Proprotein Convertase Subtilisin/Kexin 9	A measurement of the proprotein convertase subtilisin/kexin type 9 in a biological specimen.	Proprotein Convertase Subtilisin/Kexin Type 9 Measurement
C186091	C65047		Laboratory Test Code	PCSK9FR	Proprotein Convertase Subtilisin/Kexin Type 9; Prprot Cnvrtase Subtilisin-Kexin 9, Free	A measurement of the free proprotein convertase subtilisin/kexin type 9 in a biological specimen.	Free Proprotein Convertase Subtilisin/Kexin Type 9 Measurement
C103430	C65047		Laboratory Test Code	PCT	Procalcitonin	A measurement of the procalcitonin in a biological specimen.	Procalcitonin Measurement
C172505	C65047		Laboratory Test Code	PD1S	Soluble CD279; Soluble PD-1; Soluble PD1; Soluble Programmed Cell Death Protein 1; Soluble Programmed Death-1	A measurement of the soluble programmed death-1 protein in a biological specimen.	Soluble Programmed Death-1 Measurement
C163481	C65047		Laboratory Test Code	PDGFAA	PDGF Isoform AA; Platelet Derived Growth Factor IsoformAA; Platelet Derived Growth Factor-AA Isoform	A measurement of the platelet derived growth factor isoform AA in a biological specimen.	Platelet Derived Growth Factor Isoform AA Measurement
C116208	C65047		Laboratory Test Code	PDGFAB	PDGF Isoform AB; Platelet Derived Growth Factor IsoformAB; Platelet Derived Growth Factor-AB Isoform	A measurement of the platelet derived growth factor isoform AB in a biological specimen.	Platelet Derived Growth Factor Isoform AB Measurement
C199893	C65047		Laboratory Test Code	PDGFBB	PDGF Isoform BB; Platelet Derived Growth Factor IsoformBB; Platelet Derived Growth Factor-BB Isoform; Platelet-Derived Growth Factor BB	A measurement of the platelet derived growth factor isoform BB in a biological specimen.	Platelet Derived Growth Factor Isoform BB Measurement
C172503	C65047		Laboratory Test Code	PDL1S	Soluble CD274; Soluble PD-L1; Soluble PDL1; Soluble Programmed Death Ligand 1	A measurement of the soluble programmed death ligand 1 in a biological specimen.	Soluble Programmed Death Ligand 1 Measurement
C81962	C65047		Laboratory Test Code	PDW	Platelet Distribution Width	A measurement of the range of platelet sizes in a biological specimen.	Platelet Distribution Width
C135472	C65047		Laboratory Test Code	PECAM1	CD31 Antigen; PECAM; PECAM-1; PECAM1; Platelet And Endothelial Cell Adhesion Molecule 1; Platelet Endo Cell Adhesion Molecule 1; Platelet Endothelial Adhesion Molecule; Soluble CD31	A measurement of the platelet and endothelial cell adhesion molecule 1 in a biological specimen.	Platelet Endothelial Cell Adhesion Molecule 1 Measurement
C74617	C65047		Laboratory Test Code	PELGERH	Pelger Huet Anomaly; Pelger-Huet Cells; PHA	A measurement of the Pelger-Huet Anomaly (nuclei of granulocytes appear rod-like, bilobed, peanut, or dumbbell shaped) in a biological specimen.	Pelger Huet Anomaly Measurement
C184631	C65047		Laboratory Test Code	PEMOLINE	Pemoline	A measurement of the pemoline in a biological specimen.	Pemoline Measurement
C184561	C65047		Laboratory Test Code	PENDRN	Pentedrone	A measurement of the pentedrone in a biological specimen.	Pentedrone Measurement
C184562	C65047		Laboratory Test Code	PENTYLN	Pentylone	A measurement of the pentylone in a biological specimen.	Pentylone Measurement
C100122	C65047		Laboratory Test Code	PEPSNG	Pepsinogen	A measurement of the pepsinogen in a biological specimen.	Pepsinogen Measurement
C100467	C65047		Laboratory Test Code	PEPSNGI	Pepsinogen A; Pepsinogen I; PGA; PGI	A measurement of the pepsinogen I in a biological specimen.	Pepsinogen I Measurement
C100468	C65047		Laboratory Test Code	PEPSNGII	Pepsinogen C; Pepsinogen II; PGC; PGII	A measurement of the pepsinogen II in a biological specimen.	Pepsinogen II Measurement
C127632	C65047		Laboratory Test Code	PERCECE	Proliferating Erythroid/Total Cells	A relative measurement (ratio or percentage) of the proliferating erythroid cells to total cells in a biological specimen.	Proliferating Erythroid Cell to Total Cell Ratio Measurement
C112395	C65047		Laboratory Test Code	PERIOSTN	OSF2; Osteoblast Specific Factor 2; Periostin; POSTN	A measurement of the periostin in a biological specimen.	Periostin Measurement
C177988	C65047		Laboratory Test Code	PERPHNZN	Perphenazine	A measurement of the perphenazine in a biological specimen.	Perphenazine Measurement
C119291	C65047		Laboratory Test Code	PF2AI8CR	8-Iso-PGF2alpha/Creatinine	A relative measurement (ratio or percentage) of the prostaglandin F2 alpha isoform 8 to creatinine in a biological specimen.	8-Iso-Prostaglandin F2 Alpha to Creatinine Ratio Measurement
C111295	C65047		Laboratory Test Code	PFCT	PFCT; Platelet Function Closure Time	A measurement of the platelet function closure time in a biological specimen.	Platelet Function Closure Time Measurement
C103343	C65047		Laboratory Test Code	PG	Prostaglandin	A measurement of the total prostaglandin in a biological specimen.	Prostaglandin Measurement
C165978	C65047		Laboratory Test Code	PGAG	Platelet-Granulocyte Agg; Platelet-Granulocyte Aggregates	A measurement of the aggregates composed of platelets and granulocytes in a biological specimen.	Platelet-Granulocyte Aggregate Measurement
C103431	C65047		Laboratory Test Code	PGD2	Prostaglandin D2	A measurement of the prostaglandin D2 in a biological specimen.	Prostaglandin D2 Measurement
C189515	C65047		Laboratory Test Code	PGD2R2	Prostaglandin D2 Receptor 2	A measurement of the prostaglandin D2 receptor 2 in a biological specimen.	Prostaglandin D2 Receptor 2 Measurement
C103432	C65047		Laboratory Test Code	PGD2S	Beta-Trace Protein; Prostaglandin D2 Synthase	A measurement of the prostaglandin D2 synthase in a biological specimen.	Prostaglandin D2 Synthase Measurement
C103434	C65047		Laboratory Test Code	PGE1	Prostaglandin E1	A measurement of the prostaglandin E1 in a biological specimen.	Prostaglandin E1 Measurement
C103435	C65047		Laboratory Test Code	PGE2	Prostaglandin E2	A measurement of the prostaglandin E2 in a biological specimen.	Prostaglandin E2 Measurement
C103433	C65047		Laboratory Test Code	PGES	Prostaglandin E Synthase	A measurement of the prostaglandin E synthase in a biological specimen.	Prostaglandin E Synthase Measurement
C103436	C65047		Laboratory Test Code	PGF1A	Prostaglandin F1 Alpha	A measurement of the prostaglandin F1 alpha in a biological specimen.	Prostaglandin F1 Alpha Measurement
C103437	C65047		Laboratory Test Code	PGF2A	Prostaglandin F2 Alpha	A measurement of the prostaglandin F2 alpha in a biological specimen.	Prostaglandin F2 Alpha Measurement
C119292	C65047		Laboratory Test Code	PGF2AI8	8-Iso-Prostaglandin F2 Alpha	A measurement of the prostaglandin F2 alpha isoform 8 in a biological specimen.	8-Iso-Prostaglandin F2 Alpha Measurement
C45997	C65047		Laboratory Test Code	PH	pH	The negative logarithm (base 10) of the concentration of hydronium ions, which is used as a measure of the acidity or alkalinity of a fluid.	pH
C161367	C65047		Laboratory Test Code	PHADJT	pH Adjusted for Body Temp	A measurement of pH, which has been adjusted for body temperature, in a biological specimen.	pH Adjusted for Body Temperature Measurement
C81280	C65047		Laboratory Test Code	PHE	Phenylalanine	A measurement of the phenylalanine in a biological specimen.	Phenylalanine Measurement
C74695	C65047		Laboratory Test Code	PHENTHZ	Dibenzothiazine; Phenothiazine	A measurement of the phenothiazine present in a biological specimen.	Phenothiazine Measurement
C147413	C65047		Laboratory Test Code	PHENYTN	Phenytoin	A measurement of the phenytoin in a biological specimen.	Phenytoin Measurement
C81281	C65047		Laboratory Test Code	PHETYR	Phenylalanine/Tyrosine	A relative measurement (ratio) of the phenylalanine to tyrosine in a biological specimen.	Phenylalanine to Tyrosine Ratio Measurement
C75368	C65047		Laboratory Test Code	PHNBRBTL	Phenobarbital	A measurement of the phenobarbital present in a biological specimen.	Phenobarbital Measurement
C184597	C65047		Laboratory Test Code	PHNDMTZN	Phendimetrazine	A measurement of the phendimetrazine in a biological specimen.	Phendimetrazine Measurement
C147414	C65047		Laboratory Test Code	PHNKET	Phenyl Ketones; Phenylketones	A measurement of the total phenylketones in a biological specimen	Phenylketone Measurement
C184574	C65047		Laboratory Test Code	PHNMTZN	Phenmetrazine	A measurement of the phenmetrazine in a biological specimen.	Phenmetrazine Measurement
C201430	C65047		Laboratory Test Code	PHNPYR	Phenylpyruvate; Phenylpyruvic Acid; PPA; PPY; PPYR	A measurement of the phenylpyruvate in a biological specimen.	Phenylpyruvate Measurement
C184573	C65047		Laboratory Test Code	PHNZCN	Phenazocine	A measurement of the phenazocine in a biological specimen.	Phenazocine Measurement
C64857	C65047		Laboratory Test Code	PHOS	Inorganic Phosphate; Phosphate; Phosphorus	A measurement of the phosphate in a biological specimen.	Phosphate Measurement
C106553	C65047		Laboratory Test Code	PHOSCLR	Phosphate Clearance	A measurement of the volume of serum or plasma that would be cleared of phosphate by excretion of urine for a specified unit of time (e.g. one minute).	Phosphate Clearance Measurement
C79461	C65047		Laboratory Test Code	PHOSCRT	Phosphate/Creatinine	A relative measurement (ratio or percentage) of the phosphate to creatinine in a biological specimen.	Phosphate to Creatinine Ratio Measurement
C150821	C65047		Laboratory Test Code	PHOSEXR	Phosphorus Excretion Rate	A measurement of the amount of phosphorus being excreted in a biological specimen over a defined amount of time (e.g. one hour).	Phosphorus Excretion Rate
C96623	C65047		Laboratory Test Code	PHOSLPD	Phospholipid	A measurement of the phospholipids in a biological specimen.	Phospholipid Measurement
C174299	C65047		Laboratory Test Code	PHTRMN	Phentermine; Phenyl-tertiary-butylamine	A measurement of the phentermine in a biological specimen.	Phentermine Measurement
C82033	C65047		Laboratory Test Code	PICP	Procollagen Type I Carboxy Term Peptide	A measurement of the procollagen-1 carboxy-terminal peptide in a biological specimen.	Procollagen Type I Carboxy Terminal Peptide Measurement
C177987	C65047		Laboratory Test Code	PIMOZIDE	Pimozide	A measurement of the pimozide in a biological specimen.	Pimozide Measurement
C184633	C65047		Laboratory Test Code	PIPRDROL	Pipradrol	A measurement of the pipradrol in a biological specimen.	Pipradrol Measurement
C150846	C65047		Laboratory Test Code	PIVKAII	DCP; Des-Gammacarboxyprothrombin; PIVKA-II; Protein Induced by Vitamin K Absence-II; Protein Induced by Vitamin K Absence/Antagonist-II	A measurement of the protein induced by vitamin K absence-II in a biological specimen.	Protein Induced by Vitamin K Absence-II Measurement
C156530	C65047		Laboratory Test Code	PKM	Pyruvate Kinase Muscle Isozyme	A measurement of the total pyruvate kinase muscle isozymes (M1 and M2) in a biological specimen.	Pyruvate Kinase Muscle Isozyme Measurement
C156532	C65047		Laboratory Test Code	PKM1	Pyruvate Kinase Isozyme M1	A measurement of the pyruvate kinase isozyme M1 in a biological specimen.	Pyruvate Kinase Isozyme M1 Measurement
C156531	C65047		Laboratory Test Code	PKM2	Pyruvate Kinase Isozyme M2	A measurement of the pyruvate kinase isozyme M2 in a biological specimen.	Pyruvate Kinase Isozyme M2 Measurement
C181405	C65047		Laboratory Test Code	PLA2	Phospholipase A2	A measurement of the total phospholipase A2 in a biological specimen.	Phospholipase A2 Measurement
C114210	C65047		Laboratory Test Code	PLAGGCVT	Platelet Aggregation Curve Type	The classification of the curve pattern that is formed as a result of platelet aggregation.	Platelet Aggregometry Curve Type
C114211	C65047		Laboratory Test Code	PLAGMAMP	Platelet Aggregation Mean Amplitude	An average of the measurements of the magnitude of the platelet aggregation in a biological specimen.	Platelet Aggregometry Mean Amplitude
C114212	C65047		Laboratory Test Code	PLAGMCVT	Platelet Aggregation Mean Curve Type	The classification of the curve pattern that is formed as the average result of the platelet aggregation curve measurements.	Platelet Aggregometry Mean Curve Type
C51951	C65047		Laboratory Test Code	PLAT	Platelets	A measurement of the platelets (non-nucleated thrombocytes) in a biological specimen.	Platelet Count
C103427	C65047		Laboratory Test Code	PLATAGGR	Platelet Aggregation; Platelet Function	A measurement of the association of platelets to one another via adhesion molecules in a biological sample.	Platelet Aggregation Measurement
C147415	C65047		Laboratory Test Code	PLATAGRN	Platelets, Agranular	A measurement of the agranular platelets in a biological specimen.	Agranular Platelets Count
C154733	C65047		Laboratory Test Code	PLATBIZ	Bizarre Platelets	A measurement of the bizarre platelets (large with abnormal morphology and shape) in a biological specimen.	Bizarre Platelet Count
C96624	C65047		Laboratory Test Code	PLATCLMP	Platelet Clumps; PLT Clumps	A measurement of the platelet clumps in a biological specimen.	Platelet Clumps Count
C135440	C65047		Laboratory Test Code	PLATEST	Platelets, Estimated	An estimated measurement of the platelets (non-nucleated thrombocytes) in a biological specimen.	Estimated Platelets Measurement
C74728	C65047		Laboratory Test Code	PLATGNT	Giant Platelets	A measurement of the giant (larger than 7um in diameter) platelets in a biological specimen.	Giant Platelet Count
C100424	C65047		Laboratory Test Code	PLATHCT	Platelet Hematocrit; Thrombocytocrit	A relative measurement (ratio or percentage) of the proportion of the volume of blood taken up by platelets.	Platelet Hematocrit Measurement
C154723	C65047		Laboratory Test Code	PLATIM	Immature Platelets; Reticulated Platelets	A measurement of the immature platelets in a biological specimen.	Immature Platelet Count
C74729	C65047		Laboratory Test Code	PLATLRG	Large Platelets	A measurement of the large (between 4 um and 7um in diameter) platelets in a biological specimen.	Large Platelet Count
C116209	C65047		Laboratory Test Code	PLATSAT	Platelet Satellitism	An examination or assessment of the platelet satellitism (platelet rosetting around cells) in a biological specimen.	Platelet Satellitism Assessment
